Loading PyTorch/Python3.11
  Loading requirement: Python/Python3.11 cuda/cuda-11.6
[Gen 451 | Timestep 0] Prompt Length: 7 | Generated Tokens: 8015 | Reward: -33849
[Gen 470 | Timestep 18] Prompt Length: 7 | Generated Tokens: 5454 | Reward: -49215
[Gen 470 | Timestep 19] Prompt Length: 7 | Generated Tokens: 8552 | Reward: -30627
Generation 470 SUMMARY: {"generation": 470, "population": [{"prompt_length": 7, "reward": -65985}, {"prompt_length": 7, "reward": -57603}, {"prompt_length": 7, "reward": -19179}, {"prompt_length": 7, "reward": -19377}, {"prompt_length": 7, "reward": -31539}, {"prompt_length": 7, "reward": -31281}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -16635}, {"prompt_length": 7, "reward": -44643}, {"prompt_length": 7, "reward": -57651}, {"prompt_length": 7, "reward": -74601}, {"prompt_length": 7, "reward": -76197}, {"prompt_length": 7, "reward": -32589}, {"prompt_length": 7, "reward": -76287}, {"prompt_length": 7, "reward": -28443}, {"prompt_length": 7, "reward": -39723}, {"prompt_length": 7, "reward": -25491}, {"prompt_length": 7, "reward": -36417}, {"prompt_length": 7, "reward": -49215}, {"prompt_length": 7, "reward": -30627}], "best_reward": 16374, "average_reward": -39855.65}
--- End of Generation 470 ---

[Gen 471 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 471 | Timestep 1] Prompt Length: 7 | Generated Tokens: 1151 | Reward: -75033
[Gen 471 | Timestep 2] Prompt Length: 7 | Generated Tokens: 9048 | Reward: -27651
[Gen 471 | Timestep 3] Prompt Length: 7 | Generated Tokens: 3520 | Reward: -60819
[Gen 471 | Timestep 4] Prompt Length: 7 | Generated Tokens: 4504 | Reward: -54915
[Gen 471 | Timestep 5] Prompt Length: 7 | Generated Tokens: 7126 | Reward: -39183
[Gen 471 | Timestep 6] Prompt Length: 7 | Generated Tokens: 4432 | Reward: -55347
[Gen 471 | Timestep 7] Prompt Length: 7 | Generated Tokens: 657 | Reward: -77997
[Gen 471 | Timestep 8] Prompt Length: 7 | Generated Tokens: 2520 | Reward: -66819
[Gen 471 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 471 | Timestep 10] Prompt Length: 7 | Generated Tokens: 10778 | Reward: -17271
[Gen 471 | Timestep 11] Prompt Length: 7 | Generated Tokens: 14443 | Reward: 4719
[Gen 471 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 471 | Timestep 13] Prompt Length: 7 | Generated Tokens: 3278 | Reward: -62271
[Gen 471 | Timestep 14] Prompt Length: 7 | Generated Tokens: 8049 | Reward: -33645
[Gen 471 | Timestep 15] Prompt Length: 7 | Generated Tokens: 10361 | Reward: -19773
[Gen 471 | Timestep 16] Prompt Length: 7 | Generated Tokens: 1503 | Reward: -72921
[Gen 471 | Timestep 17] Prompt Length: 7 | Generated Tokens: 2715 | Reward: -65649
[Gen 471 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 471 | Timestep 19] Prompt Length: 7 | Generated Tokens: 14835 | Reward: 7071
Generation 471 SUMMARY: {"generation": 471, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -75033}, {"prompt_length": 7, "reward": -27651}, {"prompt_length": 7, "reward": -60819}, {"prompt_length": 7, "reward": -54915}, {"prompt_length": 7, "reward": -39183}, {"prompt_length": 7, "reward": -55347}, {"prompt_length": 7, "reward": -77997}, {"prompt_length": 7, "reward": -66819}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -17271}, {"prompt_length": 7, "reward": 4719}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -62271}, {"prompt_length": 7, "reward": -33645}, {"prompt_length": 7, "reward": -19773}, {"prompt_length": 7, "reward": -72921}, {"prompt_length": 7, "reward": -65649}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 7071}], "best_reward": 16374, "average_reward": -32601.2}
--- End of Generation 471 ---

[Gen 472 | Timestep 0] Prompt Length: 7 | Generated Tokens: 15464 | Reward: 10845
[Gen 472 | Timestep 1] Prompt Length: 7 | Generated Tokens: 4380 | Reward: -55659
[Gen 472 | Timestep 2] Prompt Length: 7 | Generated Tokens: 4287 | Reward: -56217
[Gen 472 | Timestep 3] Prompt Length: 7 | Generated Tokens: 2671 | Reward: -65913
[Gen 472 | Timestep 4] Prompt Length: 7 | Generated Tokens: 12501 | Reward: -6933
[Gen 472 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 472 | Timestep 6] Prompt Length: 7 | Generated Tokens: 1882 | Reward: -70647
[Gen 472 | Timestep 7] Prompt Length: 7 | Generated Tokens: 826 | Reward: -76983
[Gen 472 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 472 | Timestep 9] Prompt Length: 7 | Generated Tokens: 1276 | Reward: -74283
[Gen 472 | Timestep 10] Prompt Length: 7 | Generated Tokens: 2839 | Reward: -64905
[Gen 472 | Timestep 11] Prompt Length: 7 | Generated Tokens: 7166 | Reward: -38943
[Gen 472 | Timestep 12] Prompt Length: 7 | Generated Tokens: 710 | Reward: -77679
[Gen 472 | Timestep 13] Prompt Length: 7 | Generated Tokens: 995 | Reward: -75969
[Gen 472 | Timestep 14] Prompt Length: 7 | Generated Tokens: 15831 | Reward: 13047
[Gen 472 | Timestep 15] Prompt Length: 7 | Generated Tokens: 6028 | Reward: -45771
[Gen 472 | Timestep 16] Prompt Length: 7 | Generated Tokens: 3516 | Reward: -60843
[Gen 472 | Timestep 17] Prompt Length: 7 | Generated Tokens: 8043 | Reward: -33681
[Gen 472 | Timestep 18] Prompt Length: 7 | Generated Tokens: 5205 | Reward: -50709
[Gen 472 | Timestep 19] Prompt Length: 7 | Generated Tokens: 7571 | Reward: -36513
Generation 472 SUMMARY: {"generation": 472, "population": [{"prompt_length": 7, "reward": 10845}, {"prompt_length": 7, "reward": -55659}, {"prompt_length": 7, "reward": -56217}, {"prompt_length": 7, "reward": -65913}, {"prompt_length": 7, "reward": -6933}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -70647}, {"prompt_length": 7, "reward": -76983}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -74283}, {"prompt_length": 7, "reward": -64905}, {"prompt_length": 7, "reward": -38943}, {"prompt_length": 7, "reward": -77679}, {"prompt_length": 7, "reward": -75969}, {"prompt_length": 7, "reward": 13047}, {"prompt_length": 7, "reward": -45771}, {"prompt_length": 7, "reward": -60843}, {"prompt_length": 7, "reward": -33681}, {"prompt_length": 7, "reward": -50709}, {"prompt_length": 7, "reward": -36513}], "best_reward": 16374, "average_reward": -41750.8}
--- End of Generation 472 ---

[Gen 473 | Timestep 0] Prompt Length: 7 | Generated Tokens: 9765 | Reward: -23349
[Gen 473 | Timestep 1] Prompt Length: 7 | Generated Tokens: 15823 | Reward: 12999
[Gen 473 | Timestep 2] Prompt Length: 7 | Generated Tokens: 2793 | Reward: -65181
[Gen 473 | Timestep 3] Prompt Length: 7 | Generated Tokens: 10156 | Reward: -21003
[Gen 473 | Timestep 4] Prompt Length: 7 | Generated Tokens: 11151 | Reward: -15033
[Gen 473 | Timestep 5] Prompt Length: 7 | Generated Tokens: 526 | Reward: -78783
[Gen 473 | Timestep 6] Prompt Length: 7 | Generated Tokens: 2326 | Reward: -67983
[Gen 473 | Timestep 7] Prompt Length: 7 | Generated Tokens: 8240 | Reward: -32499
[Gen 473 | Timestep 8] Prompt Length: 7 | Generated Tokens: 2260 | Reward: -68379
[Gen 473 | Timestep 9] Prompt Length: 7 | Generated Tokens: 15715 | Reward: 12351
[Gen 473 | Timestep 10] Prompt Length: 7 | Generated Tokens: 13808 | Reward: 909
[Gen 473 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4928 | Reward: -52371
[Gen 473 | Timestep 12] Prompt Length: 7 | Generated Tokens: 7484 | Reward: -37035
[Gen 473 | Timestep 13] Prompt Length: 7 | Generated Tokens: 15053 | Reward: 8379
[Gen 473 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 473 | Timestep 15] Prompt Length: 7 | Generated Tokens: 1467 | Reward: -73137
[Gen 473 | Timestep 16] Prompt Length: 7 | Generated Tokens: 5519 | Reward: -48825
[Gen 473 | Timestep 17] Prompt Length: 7 | Generated Tokens: 8086 | Reward: -33423
[Gen 473 | Timestep 18] Prompt Length: 7 | Generated Tokens: 7104 | Reward: -39315
[Gen 473 | Timestep 19] Prompt Length: 7 | Generated Tokens: 6810 | Reward: -41079
Generation 473 SUMMARY: {"generation": 473, "population": [{"prompt_length": 7, "reward": -23349}, {"prompt_length": 7, "reward": 12999}, {"prompt_length": 7, "reward": -65181}, {"prompt_length": 7, "reward": -21003}, {"prompt_length": 7, "reward": -15033}, {"prompt_length": 7, "reward": -78783}, {"prompt_length": 7, "reward": -67983}, {"prompt_length": 7, "reward": -32499}, {"prompt_length": 7, "reward": -68379}, {"prompt_length": 7, "reward": 12351}, {"prompt_length": 7, "reward": 909}, {"prompt_length": 7, "reward": -52371}, {"prompt_length": 7, "reward": -37035}, {"prompt_length": 7, "reward": 8379}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -73137}, {"prompt_length": 7, "reward": -48825}, {"prompt_length": 7, "reward": -33423}, {"prompt_length": 7, "reward": -39315}, {"prompt_length": 7, "reward": -41079}], "best_reward": 16374, "average_reward": -32319.35}
--- End of Generation 473 ---

[Gen 474 | Timestep 0] Prompt Length: 7 | Generated Tokens: 5151 | Reward: -51033
[Gen 474 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16063 | Reward: 14439
[Gen 474 | Timestep 2] Prompt Length: 7 | Generated Tokens: 7862 | Reward: -34767
[Gen 474 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 474 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 474 | Timestep 5] Prompt Length: 7 | Generated Tokens: 6851 | Reward: -40833
[Gen 474 | Timestep 6] Prompt Length: 7 | Generated Tokens: 2308 | Reward: -68091
[Gen 474 | Timestep 7] Prompt Length: 7 | Generated Tokens: 5896 | Reward: -46563
[Gen 474 | Timestep 8] Prompt Length: 7 | Generated Tokens: 13330 | Reward: -1959
[Gen 474 | Timestep 9] Prompt Length: 7 | Generated Tokens: 5071 | Reward: -51513
[Gen 474 | Timestep 10] Prompt Length: 7 | Generated Tokens: 3148 | Reward: -63051
[Gen 474 | Timestep 11] Prompt Length: 7 | Generated Tokens: 11140 | Reward: -15099
[Gen 474 | Timestep 12] Prompt Length: 7 | Generated Tokens: 1649 | Reward: -72045
[Gen 474 | Timestep 13] Prompt Length: 7 | Generated Tokens: 1445 | Reward: -73269
[Gen 474 | Timestep 14] Prompt Length: 7 | Generated Tokens: 2537 | Reward: -66717
[Gen 474 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2338 | Reward: -67911
[Gen 474 | Timestep 16] Prompt Length: 7 | Generated Tokens: 2653 | Reward: -66021
[Gen 474 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 474 | Timestep 18] Prompt Length: 7 | Generated Tokens: 1992 | Reward: -69987
[Gen 474 | Timestep 19] Prompt Length: 7 | Generated Tokens: 2479 | Reward: -67065
Generation 474 SUMMARY: {"generation": 474, "population": [{"prompt_length": 7, "reward": -51033}, {"prompt_length": 7, "reward": 14439}, {"prompt_length": 7, "reward": -34767}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -40833}, {"prompt_length": 7, "reward": -68091}, {"prompt_length": 7, "reward": -46563}, {"prompt_length": 7, "reward": -1959}, {"prompt_length": 7, "reward": -51513}, {"prompt_length": 7, "reward": -63051}, {"prompt_length": 7, "reward": -15099}, {"prompt_length": 7, "reward": -72045}, {"prompt_length": 7, "reward": -73269}, {"prompt_length": 7, "reward": -66717}, {"prompt_length": 7, "reward": -67911}, {"prompt_length": 7, "reward": -66021}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -69987}, {"prompt_length": 7, "reward": -67065}], "best_reward": 16374, "average_reward": -39618.75}
--- End of Generation 474 ---

[Gen 475 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 475 | Timestep 1] Prompt Length: 7 | Generated Tokens: 1304 | Reward: -74115
[Gen 475 | Timestep 2] Prompt Length: 7 | Generated Tokens: 6178 | Reward: -44871
[Gen 475 | Timestep 3] Prompt Length: 7 | Generated Tokens: 11527 | Reward: -12777
[Gen 475 | Timestep 4] Prompt Length: 7 | Generated Tokens: 2490 | Reward: -66999
[Gen 475 | Timestep 5] Prompt Length: 7 | Generated Tokens: 6970 | Reward: -40119
[Gen 475 | Timestep 6] Prompt Length: 7 | Generated Tokens: 149 | Reward: -81045
[Gen 475 | Timestep 7] Prompt Length: 7 | Generated Tokens: 2618 | Reward: -66231
[Gen 475 | Timestep 8] Prompt Length: 7 | Generated Tokens: 14898 | Reward: 7449
[Gen 475 | Timestep 9] Prompt Length: 7 | Generated Tokens: 2903 | Reward: -64521
[Gen 475 | Timestep 10] Prompt Length: 7 | Generated Tokens: 4323 | Reward: -56001
[Gen 475 | Timestep 11] Prompt Length: 7 | Generated Tokens: 9197 | Reward: -26757
[Gen 475 | Timestep 12] Prompt Length: 7 | Generated Tokens: 1658 | Reward: -71991
[Gen 475 | Timestep 13] Prompt Length: 7 | Generated Tokens: 2932 | Reward: -64347
[Gen 475 | Timestep 14] Prompt Length: 7 | Generated Tokens: 3884 | Reward: -58635
[Gen 475 | Timestep 15] Prompt Length: 7 | Generated Tokens: 3298 | Reward: -62151
[Gen 475 | Timestep 16] Prompt Length: 7 | Generated Tokens: 6599 | Reward: -42345
[Gen 475 | Timestep 17] Prompt Length: 7 | Generated Tokens: 1008 | Reward: -75891
[Gen 475 | Timestep 18] Prompt Length: 7 | Generated Tokens: 7104 | Reward: -39315
[Gen 475 | Timestep 19] Prompt Length: 7 | Generated Tokens: 2814 | Reward: -65055
Generation 475 SUMMARY: {"generation": 475, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -74115}, {"prompt_length": 7, "reward": -44871}, {"prompt_length": 7, "reward": -12777}, {"prompt_length": 7, "reward": -66999}, {"prompt_length": 7, "reward": -40119}, {"prompt_length": 7, "reward": -81045}, {"prompt_length": 7, "reward": -66231}, {"prompt_length": 7, "reward": 7449}, {"prompt_length": 7, "reward": -64521}, {"prompt_length": 7, "reward": -56001}, {"prompt_length": 7, "reward": -26757}, {"prompt_length": 7, "reward": -71991}, {"prompt_length": 7, "reward": -64347}, {"prompt_length": 7, "reward": -58635}, {"prompt_length": 7, "reward": -62151}, {"prompt_length": 7, "reward": -42345}, {"prompt_length": 7, "reward": -75891}, {"prompt_length": 7, "reward": -39315}, {"prompt_length": 7, "reward": -65055}], "best_reward": 16374, "average_reward": -49467.35}
--- End of Generation 475 ---

[Gen 476 | Timestep 0] Prompt Length: 7 | Generated Tokens: 14071 | Reward: 2487
[Gen 476 | Timestep 1] Prompt Length: 7 | Generated Tokens: 3062 | Reward: -63567
[Gen 476 | Timestep 2] Prompt Length: 7 | Generated Tokens: 7868 | Reward: -34731
[Gen 476 | Timestep 3] Prompt Length: 7 | Generated Tokens: 6269 | Reward: -44325
[Gen 476 | Timestep 4] Prompt Length: 7 | Generated Tokens: 5843 | Reward: -46881
[Gen 476 | Timestep 5] Prompt Length: 7 | Generated Tokens: 15435 | Reward: 10671
[Gen 476 | Timestep 6] Prompt Length: 7 | Generated Tokens: 298 | Reward: -80151
[Gen 476 | Timestep 7] Prompt Length: 7 | Generated Tokens: 4343 | Reward: -55881
[Gen 476 | Timestep 8] Prompt Length: 7 | Generated Tokens: 11292 | Reward: -14187
[Gen 476 | Timestep 9] Prompt Length: 7 | Generated Tokens: 3574 | Reward: -60495
[Gen 476 | Timestep 10] Prompt Length: 7 | Generated Tokens: 12053 | Reward: -9621
[Gen 476 | Timestep 11] Prompt Length: 7 | Generated Tokens: 1568 | Reward: -72531
[Gen 476 | Timestep 12] Prompt Length: 7 | Generated Tokens: 1918 | Reward: -70431
[Gen 476 | Timestep 13] Prompt Length: 7 | Generated Tokens: 3654 | Reward: -60015
[Gen 476 | Timestep 14] Prompt Length: 7 | Generated Tokens: 4777 | Reward: -53277
[Gen 476 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 476 | Timestep 16] Prompt Length: 7 | Generated Tokens: 7632 | Reward: -36147
[Gen 476 | Timestep 17] Prompt Length: 7 | Generated Tokens: 9168 | Reward: -26931
[Gen 476 | Timestep 18] Prompt Length: 7 | Generated Tokens: 10594 | Reward: -18375
[Gen 476 | Timestep 19] Prompt Length: 7 | Generated Tokens: 1781 | Reward: -71253
Generation 476 SUMMARY: {"generation": 476, "population": [{"prompt_length": 7, "reward": 2487}, {"prompt_length": 7, "reward": -63567}, {"prompt_length": 7, "reward": -34731}, {"prompt_length": 7, "reward": -44325}, {"prompt_length": 7, "reward": -46881}, {"prompt_length": 7, "reward": 10671}, {"prompt_length": 7, "reward": -80151}, {"prompt_length": 7, "reward": -55881}, {"prompt_length": 7, "reward": -14187}, {"prompt_length": 7, "reward": -60495}, {"prompt_length": 7, "reward": -9621}, {"prompt_length": 7, "reward": -72531}, {"prompt_length": 7, "reward": -70431}, {"prompt_length": 7, "reward": -60015}, {"prompt_length": 7, "reward": -53277}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -36147}, {"prompt_length": 7, "reward": -26931}, {"prompt_length": 7, "reward": -18375}, {"prompt_length": 7, "reward": -71253}], "best_reward": 16374, "average_reward": -39463.55}
--- End of Generation 476 ---

[Gen 477 | Timestep 0] Prompt Length: 7 | Generated Tokens: 392 | Reward: -79587
[Gen 477 | Timestep 1] Prompt Length: 7 | Generated Tokens: 6823 | Reward: -41001
[Gen 477 | Timestep 2] Prompt Length: 7 | Generated Tokens: 7971 | Reward: -34113
[Gen 477 | Timestep 3] Prompt Length: 7 | Generated Tokens: 5143 | Reward: -51081
[Gen 477 | Timestep 4] Prompt Length: 7 | Generated Tokens: 8311 | Reward: -32073
[Gen 477 | Timestep 5] Prompt Length: 7 | Generated Tokens: 6281 | Reward: -44253
[Gen 477 | Timestep 6] Prompt Length: 7 | Generated Tokens: 1067 | Reward: -75537
[Gen 477 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 477 | Timestep 8] Prompt Length: 7 | Generated Tokens: 8203 | Reward: -32721
[Gen 477 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 477 | Timestep 10] Prompt Length: 7 | Generated Tokens: 1326 | Reward: -73983
[Gen 477 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4925 | Reward: -52389
[Gen 477 | Timestep 12] Prompt Length: 7 | Generated Tokens: 11553 | Reward: -12621
[Gen 477 | Timestep 13] Prompt Length: 7 | Generated Tokens: 3868 | Reward: -58731
[Gen 477 | Timestep 14] Prompt Length: 7 | Generated Tokens: 5254 | Reward: -50415
[Gen 477 | Timestep 15] Prompt Length: 7 | Generated Tokens: 9603 | Reward: -24321
[Gen 477 | Timestep 16] Prompt Length: 7 | Generated Tokens: 8629 | Reward: -30165
[Gen 477 | Timestep 17] Prompt Length: 7 | Generated Tokens: 1039 | Reward: -75705
[Gen 477 | Timestep 18] Prompt Length: 7 | Generated Tokens: 5582 | Reward: -48447
[Gen 477 | Timestep 19] Prompt Length: 7 | Generated Tokens: 3294 | Reward: -62175
Generation 477 SUMMARY: {"generation": 477, "population": [{"prompt_length": 7, "reward": -79587}, {"prompt_length": 7, "reward": -41001}, {"prompt_length": 7, "reward": -34113}, {"prompt_length": 7, "reward": -51081}, {"prompt_length": 7, "reward": -32073}, {"prompt_length": 7, "reward": -44253}, {"prompt_length": 7, "reward": -75537}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -32721}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -73983}, {"prompt_length": 7, "reward": -52389}, {"prompt_length": 7, "reward": -12621}, {"prompt_length": 7, "reward": -58731}, {"prompt_length": 7, "reward": -50415}, {"prompt_length": 7, "reward": -24321}, {"prompt_length": 7, "reward": -30165}, {"prompt_length": 7, "reward": -75705}, {"prompt_length": 7, "reward": -48447}, {"prompt_length": 7, "reward": -62175}], "best_reward": 16374, "average_reward": -42328.9}
--- End of Generation 477 ---

[Gen 478 | Timestep 0] Prompt Length: 7 | Generated Tokens: 7777 | Reward: -35277
[Gen 478 | Timestep 1] Prompt Length: 7 | Generated Tokens: 2641 | Reward: -66093
[Gen 478 | Timestep 2] Prompt Length: 7 | Generated Tokens: 3553 | Reward: -60621
[Gen 478 | Timestep 3] Prompt Length: 7 | Generated Tokens: 1452 | Reward: -73227
[Gen 478 | Timestep 4] Prompt Length: 7 | Generated Tokens: 3394 | Reward: -61575
[Gen 478 | Timestep 5] Prompt Length: 7 | Generated Tokens: 4237 | Reward: -56517
[Gen 478 | Timestep 6] Prompt Length: 7 | Generated Tokens: 15748 | Reward: 12549
[Gen 478 | Timestep 7] Prompt Length: 7 | Generated Tokens: 5969 | Reward: -46125
[Gen 478 | Timestep 8] Prompt Length: 7 | Generated Tokens: 516 | Reward: -78843
[Gen 478 | Timestep 9] Prompt Length: 7 | Generated Tokens: 7675 | Reward: -35889
[Gen 478 | Timestep 10] Prompt Length: 7 | Generated Tokens: 8876 | Reward: -28683
[Gen 478 | Timestep 11] Prompt Length: 7 | Generated Tokens: 1087 | Reward: -75417
[Gen 478 | Timestep 12] Prompt Length: 7 | Generated Tokens: 11597 | Reward: -12357
[Gen 478 | Timestep 13] Prompt Length: 7 | Generated Tokens: 3291 | Reward: -62193
[Gen 478 | Timestep 14] Prompt Length: 7 | Generated Tokens: 6459 | Reward: -43185
[Gen 478 | Timestep 15] Prompt Length: 7 | Generated Tokens: 3380 | Reward: -61659
[Gen 478 | Timestep 16] Prompt Length: 7 | Generated Tokens: 497 | Reward: -78957
[Gen 478 | Timestep 17] Prompt Length: 7 | Generated Tokens: 1810 | Reward: -71079
[Gen 478 | Timestep 18] Prompt Length: 7 | Generated Tokens: 15295 | Reward: 9831
[Gen 478 | Timestep 19] Prompt Length: 7 | Generated Tokens: 777 | Reward: -77277
Generation 478 SUMMARY: {"generation": 478, "population": [{"prompt_length": 7, "reward": -35277}, {"prompt_length": 7, "reward": -66093}, {"prompt_length": 7, "reward": -60621}, {"prompt_length": 7, "reward": -73227}, {"prompt_length": 7, "reward": -61575}, {"prompt_length": 7, "reward": -56517}, {"prompt_length": 7, "reward": 12549}, {"prompt_length": 7, "reward": -46125}, {"prompt_length": 7, "reward": -78843}, {"prompt_length": 7, "reward": -35889}, {"prompt_length": 7, "reward": -28683}, {"prompt_length": 7, "reward": -75417}, {"prompt_length": 7, "reward": -12357}, {"prompt_length": 7, "reward": -62193}, {"prompt_length": 7, "reward": -43185}, {"prompt_length": 7, "reward": -61659}, {"prompt_length": 7, "reward": -78957}, {"prompt_length": 7, "reward": -71079}, {"prompt_length": 7, "reward": 9831}, {"prompt_length": 7, "reward": -77277}], "best_reward": 16374, "average_reward": -50129.7}
--- End of Generation 478 ---

[Gen 479 | Timestep 0] Prompt Length: 7 | Generated Tokens: 3452 | Reward: -61227
[Gen 479 | Timestep 1] Prompt Length: 7 | Generated Tokens: 2070 | Reward: -69519
[Gen 479 | Timestep 2] Prompt Length: 7 | Generated Tokens: 3914 | Reward: -58455
[Gen 479 | Timestep 3] Prompt Length: 7 | Generated Tokens: 1214 | Reward: -74655
[Gen 479 | Timestep 4] Prompt Length: 7 | Generated Tokens: 6567 | Reward: -42537
[Gen 479 | Timestep 5] Prompt Length: 7 | Generated Tokens: 3596 | Reward: -60363
[Gen 479 | Timestep 6] Prompt Length: 7 | Generated Tokens: 3733 | Reward: -59541
[Gen 479 | Timestep 7] Prompt Length: 7 | Generated Tokens: 5838 | Reward: -46911
[Gen 479 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 479 | Timestep 9] Prompt Length: 7 | Generated Tokens: 9501 | Reward: -24933
[Gen 479 | Timestep 10] Prompt Length: 7 | Generated Tokens: 8426 | Reward: -31383
[Gen 479 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5234 | Reward: -50535
[Gen 479 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 479 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 479 | Timestep 14] Prompt Length: 7 | Generated Tokens: 6276 | Reward: -44283
[Gen 479 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2595 | Reward: -66369
[Gen 479 | Timestep 16] Prompt Length: 7 | Generated Tokens: 3958 | Reward: -58191
[Gen 479 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 479 | Timestep 18] Prompt Length: 7 | Generated Tokens: 5585 | Reward: -48429
[Gen 479 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 479 SUMMARY: {"generation": 479, "population": [{"prompt_length": 7, "reward": -61227}, {"prompt_length": 7, "reward": -69519}, {"prompt_length": 7, "reward": -58455}, {"prompt_length": 7, "reward": -74655}, {"prompt_length": 7, "reward": -42537}, {"prompt_length": 7, "reward": -60363}, {"prompt_length": 7, "reward": -59541}, {"prompt_length": 7, "reward": -46911}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -24933}, {"prompt_length": 7, "reward": -31383}, {"prompt_length": 7, "reward": -50535}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -44283}, {"prompt_length": 7, "reward": -66369}, {"prompt_length": 7, "reward": -58191}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -48429}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16374, "average_reward": -35774.05}
--- End of Generation 479 ---

[Gen 480 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16242 | Reward: 15513
[Gen 480 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 480 | Timestep 2] Prompt Length: 7 | Generated Tokens: 6706 | Reward: -41703
[Gen 480 | Timestep 3] Prompt Length: 7 | Generated Tokens: 5576 | Reward: -48483
[Gen 480 | Timestep 4] Prompt Length: 7 | Generated Tokens: 4324 | Reward: -55995
[Gen 480 | Timestep 5] Prompt Length: 7 | Generated Tokens: 6188 | Reward: -44811
[Gen 480 | Timestep 6] Prompt Length: 7 | Generated Tokens: 5199 | Reward: -50745
[Gen 480 | Timestep 7] Prompt Length: 7 | Generated Tokens: 7286 | Reward: -38223
[Gen 480 | Timestep 8] Prompt Length: 7 | Generated Tokens: 12100 | Reward: -9339
[Gen 480 | Timestep 9] Prompt Length: 7 | Generated Tokens: 4888 | Reward: -52611
[Gen 480 | Timestep 10] Prompt Length: 7 | Generated Tokens: 1866 | Reward: -70743
[Gen 480 | Timestep 11] Prompt Length: 7 | Generated Tokens: 8657 | Reward: -29997
[Gen 480 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 480 | Timestep 13] Prompt Length: 7 | Generated Tokens: 2279 | Reward: -68265
[Gen 480 | Timestep 14] Prompt Length: 7 | Generated Tokens: 9739 | Reward: -23505
